id,alt,year,title,rating,original_title,directors,casts,genres,image
1294240,https://movie.douban.com/subject/1294240/,1990,教父3,8.7,The Godfather: Part III,弗朗西斯·福特·科波拉,"阿尔·帕西诺,黛安·基顿,塔莉娅·夏尔","剧情,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2169664351.jpg
1294371,https://movie.douban.com/subject/1294371/,1936,摩登时代,9.2,Modern Times,查理·卓别林,"查理·卓别林,宝莲·高黛,亨利·伯格曼","喜剧,剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2173707976.jpg
1294408,https://movie.douban.com/subject/1294408/,1965,音乐之声,8.9,The Sound of Music,罗伯特·怀斯,"朱莉·安德鲁斯,克里斯托弗·普卢默,埃琳诺·帕克","剧情,爱情,歌舞",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p453788577.jpg
1294638,https://movie.douban.com/subject/1294638/,1982,E.T. 外星人,8.5,E.T.: The Extra-Terrestrial,史蒂文·斯皮尔伯格,"亨利·托马斯,迪·沃伦斯,罗伯特·麦克纳夫顿","剧情,科幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p984732992.jpg
1294639,https://movie.douban.com/subject/1294639/,1995,勇敢的心,8.8,Braveheart,梅尔·吉布森,"梅尔·吉布森,苏菲·玛索,布莱恩·考克斯","动作,传记,剧情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1374546770.jpg
1295038,https://movie.douban.com/subject/1295038/,2001,哈利·波特与魔法石,8.6,Harry Potter and the Sorcerer's Stone,克里斯·哥伦布,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特","奇幻,冒险",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p804947166.jpg
1295124,https://movie.douban.com/subject/1295124/,1993,辛德勒的名单,9.4,Schindler's List,史蒂文·斯皮尔伯格,"连姆·尼森,本·金斯利,拉尔夫·费因斯","剧情,历史,战争",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p492406163.jpg
1295399,https://movie.douban.com/subject/1295399/,1954,七武士,9.2,七人の侍,黑泽明,"三船敏郎,志村乔,稻叶义男","动作,冒险,剧情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p647099823.jpg
1295409,https://movie.douban.com/subject/1295409/,1991,纵横四海,8.7,緃横四海,吴宇森,"周润发,张国荣,钟楚红","剧情,喜剧,动作",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2173708731.jpg
1295644,https://movie.douban.com/subject/1295644/,1994,这个杀手不太冷,9.4,Léon,吕克·贝松,"让·雷诺,娜塔莉·波特曼,加里·奥德曼","剧情,动作,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p511118051.jpg
1295865,https://movie.douban.com/subject/1295865/,1994,燃情岁月,8.8,Legends of the Fall,爱德华·兹威克,"安东尼·霍普金斯,布拉德·皮特,朱莉娅·奥蒙德","剧情,爱情,西部",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1023654037.jpg
1296141,https://movie.douban.com/subject/1296141/,1957,控方证人,9.6,Witness for the Prosecution,比利·怀德,"泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿","剧情,犯罪,悬疑",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1505392928.jpg
1296339,https://movie.douban.com/subject/1296339/,1995,爱在黎明破晓前,8.7,Before Sunrise,理查德·林克莱特,"伊桑·霍克,朱莉·德尔佩,安德莉亚·埃克特","剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1486234122.jpg
1296736,https://movie.douban.com/subject/1296736/,2002,钢琴家,9,The Pianist,罗曼·波兰斯基,"艾德里安·布洛迪,托马斯·克莱舒曼,艾米莉娅·福克斯","剧情,传记,历史",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p792484461.jpg
1296753,https://movie.douban.com/subject/1296753/,1942,卡萨布兰卡,8.6,Casablanca,迈克尔·柯蒂斯,"亨弗莱·鲍嘉,英格丽·褒曼,保罗·亨雷德","剧情,爱情,战争",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1244791866.jpg
1296909,https://movie.douban.com/subject/1296909/,1966,虎口脱险,8.9,La grande vadrouille,热拉尔·乌里,"路易·德·菲耐斯,布尔维尔,克劳迪奥·布鲁克","喜剧,战争",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2399597512.jpg
1297052,https://movie.douban.com/subject/1297052/,1995,侧耳倾听,8.8,耳をすませば,近藤喜文,"本名阳子,小林桂树,高山南","剧情,爱情,动画",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p456692072.jpg
1297192,https://movie.douban.com/subject/1297192/,2003,致命ID,8.6,Identity,詹姆斯·曼高德,"约翰·库萨克,雷·利奥塔,阿曼达·皮特","剧情,悬疑,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p453720880.jpg
1297359,https://movie.douban.com/subject/1297359/,1997,幽灵公主,8.8,もののけ姫,宫崎骏,"松田洋治,石田百合子,田中裕子","动作,爱情,战争",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1613191025.jpg
1297447,https://movie.douban.com/subject/1297447/,1987,倩女幽魂,8.6,倩女幽魂,程小东,"张国荣,王祖贤,午马","剧情,爱情,武侠",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2414157745.jpg
1297478,https://movie.douban.com/subject/1297478/,1980,上帝也疯狂,8.6,The Gods Must Be Crazy,加美·尤伊斯,"Marius Weyers,Sandra Prinsloo,历苏",喜剧,https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2173719647.jpg
1297574,https://movie.douban.com/subject/1297574/,1986,英雄本色,8.7,英雄本色,吴宇森,"周润发,狄龙,张国荣","动作,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2157672975.jpg
1297630,https://movie.douban.com/subject/1297630/,1999,第六感,8.8,The Sixth Sense,M·奈特·沙马兰,"布鲁斯·威利斯,海利·乔·奥斯蒙,托妮·科莱特","剧情,悬疑,恐怖",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2220184425.jpg
1298070,https://movie.douban.com/subject/1298070/,2003,加勒比海盗,8.6,Pirates of the Caribbean: The Curse of the Black Pearl,戈尔·维宾斯基,"约翰尼·德普,杰弗里·拉什,奥兰多·布鲁姆","动作,冒险,奇幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1596085504.jpg
1298624,https://movie.douban.com/subject/1298624/,1992,闻香识女人,8.9,Scent of a Woman,马丁·布莱斯,"阿尔·帕西诺,克里斯·奥唐纳,詹姆斯·瑞布霍恩",剧情,https://img1.doubanio.com/view/movie_poster_cover/spst/public/p925123037.jpg
1298653,https://movie.douban.com/subject/1298653/,2000,荒岛余生,8.4,Cast Away,罗伯特·泽米吉斯,"汤姆·汉克斯,海伦·亨特,克里斯·诺斯","冒险,剧情",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1341248319.jpg
1299131,https://movie.douban.com/subject/1299131/,1974,教父2,9.1,The Godfather: Part Ⅱ,弗朗西斯·福特·科波拉,"阿尔·帕西诺,罗伯特·杜瓦尔,黛安·基顿","剧情,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p616779231.jpg
1299327,https://movie.douban.com/subject/1299327/,1994,夜访吸血鬼,8.3,Interview with the Vampire: The Vampire Chronicles,尼尔·乔丹,"布拉德·皮特,汤姆·克鲁斯,克斯汀·邓斯特","剧情,奇幻,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1353910572.jpg
1299361,https://movie.douban.com/subject/1299361/,2002,爱·回家,9,집으로...,李廷香,"金艺芬,俞承豪,童孝熙","剧情,儿童,家庭",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2107418134.jpg
1299398,https://movie.douban.com/subject/1299398/,1995,大话西游之月光宝盒,8.9,西遊記第壹佰零壹回之月光寶盒,刘镇伟,"周星驰,吴孟达,罗家英","喜剧,动作,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1280323646.jpg
1300117,https://movie.douban.com/subject/1300117/,1997,千钧一发,8.7,Gattaca,安德鲁·尼科尔,"伊桑·霍克,乌玛·瑟曼,裘德·洛","剧情,科幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2195672555.jpg
1300267,https://movie.douban.com/subject/1300267/,1939,乱世佳人,9.2,Gone with the Wind,"维克多·弗莱明,乔治·库克,山姆·伍德","克拉克·盖博,费雯·丽,莱斯利·霍华德","剧情,爱情,战争",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1963126880.jpg
1300299,https://movie.douban.com/subject/1300299/,2003,杀人回忆,8.6,살인의 추억,奉俊昊,"宋康昊,金相庆,金雷河","犯罪,剧情,悬疑",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p480225538.jpg
1300374,https://movie.douban.com/subject/1300374/,1999,绿里奇迹,8.7,The Green Mile,弗兰克·德拉邦特,"汤姆·汉克斯,大卫·摩斯,迈克·克拉克·邓肯","犯罪,剧情,奇幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p767586451.jpg
1300741,https://movie.douban.com/subject/1300741/,1999,枪火,8.6,鎗火,杜琪峰,"吴镇宇,任达华,黄秋生","剧情,动作,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1538646661.jpg
1300960,https://movie.douban.com/subject/1300960/,1988,碧海蓝天,8.7,Le grand bleu,吕克·贝松,"让-马克·巴尔,让·雷诺,罗姗娜·阿奎特","剧情,爱情",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p455724599.jpg
1300992,https://movie.douban.com/subject/1300992/,1993,完美的世界,9,A Perfect World,克林特·伊斯特伍德,"凯文·科斯特纳,劳拉·邓恩,克林特·伊斯特伍德","剧情,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p792403691.jpg
1301171,https://movie.douban.com/subject/1301171/,2000,偷拐抢骗,8.5,Snatch,盖·里奇,"布拉德·皮特,本尼西奥·德尔·托罗,杰森·斯坦森","喜剧,犯罪",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p616753227.jpg
1301753,https://movie.douban.com/subject/1301753/,1994,狮子王,8.9,The Lion King,"罗杰·阿勒斯,罗伯·明可夫","乔纳森·泰勒·托马斯,马修·布罗德里克,杰瑞米·艾恩斯","剧情,动画,冒险",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2277799019.jpg
1302425,https://movie.douban.com/subject/1302425/,1999,喜剧之王,8.5,喜劇之王,"周星驰,李力持","周星驰,张柏芝,莫文蔚","喜剧,剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1043597424.jpg
1302467,https://movie.douban.com/subject/1302467/,2003,黑客帝国3：矩阵革命,8.5,The Matrix Revolutions,"莉莉·沃卓斯基,拉娜·沃卓斯基","基努·里维斯,劳伦斯·菲什伯恩,凯瑞-安·莫斯","动作,科幻",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p443461818.jpg
1302476,https://movie.douban.com/subject/1302476/,2001,麦兜故事,8.5,麥兜故事,袁建滔,"李晋纬,林海峰,吴君如","剧情,喜剧,动画",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p804938713.jpg
1302827,https://movie.douban.com/subject/1302827/,2001,人工智能,8.6,Artificial Intelligence: AI,史蒂文·斯皮尔伯格,"海利·乔·奥斯蒙,弗兰西丝·奥康纳,山姆·洛巴兹","冒险,剧情,科幻",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p792257137.jpg
1303021,https://movie.douban.com/subject/1303021/,1997,小鞋子,9.2,بچههای آسمان,马基德·马基迪,"Amir Farrokh Hashemian,默罕默德·阿米尔·纳吉,Bahare Seddiqi","剧情,家庭,儿童",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2173580603.jpg
1303037,https://movie.douban.com/subject/1303037/,1993,喜宴,8.8,喜宴,李安,"赵文瑄,归亚蕾,金素梅","剧情,喜剧,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2173713676.jpg
1303394,https://movie.douban.com/subject/1303394/,1993,青蛇,8.4,青蛇,徐克,"张曼玉,王祖贤,赵文卓","剧情,奇幻,古装",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p584021784.jpg
1304102,https://movie.douban.com/subject/1304102/,2002,谍影重重,8.5,The Bourne Identity,道格·里曼,"马特·达蒙,弗朗卡·波滕特,克里斯·库珀","动作,悬疑,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1597183981.jpg
1304447,https://movie.douban.com/subject/1304447/,2000,记忆碎片,8.5,Memento,克里斯托弗·诺兰,"盖·皮尔斯,凯瑞-安·莫斯,乔·潘托里亚诺","犯罪,剧情,悬疑",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p641688453.jpg
1305164,https://movie.douban.com/subject/1305164/,1996,甜蜜蜜,8.7,甜蜜蜜,陈可辛,"黎明,张曼玉,杨恭如","剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1962839732.jpg
1305487,https://movie.douban.com/subject/1305487/,2002,猫鼠游戏,8.7,Catch Me If You Can,史蒂文·斯皮尔伯格,"莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯","传记,犯罪,剧情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p453924541.jpg
1305690,https://movie.douban.com/subject/1305690/,1990,阿飞正传,8.5,阿飛正傳,王家卫,"张国荣,张曼玉,刘嘉玲","犯罪,剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p924558512.jpg
1305725,https://movie.douban.com/subject/1305725/,2003,大卫·戈尔的一生,8.7,The Life of David Gale,艾伦·帕克,"凯文·史派西,凯特·温丝莱特,劳拉·琳妮","剧情,犯罪,悬疑",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2186861098.jpg
1306029,https://movie.douban.com/subject/1306029/,2001,美丽心灵,8.9,A Beautiful Mind,朗·霍华德,"罗素·克劳,詹妮弗·康纳利,艾德·哈里斯","传记,剧情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1665997400.jpg
1306249,https://movie.douban.com/subject/1306249/,1993,唐伯虎点秋香,8.4,唐伯虎點秋香,李力持,"周星驰,巩俐,陈百祥","喜剧,爱情,古装",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1946455272.jpg
1306861,https://movie.douban.com/subject/1306861/,2001,我是山姆,8.8,I Am Sam,杰茜·尼尔森,"西恩·潘,达科塔·范宁,米歇尔·菲佛","剧情,家庭",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p652417775.jpg
1307315,https://movie.douban.com/subject/1307315/,1979,哪吒闹海,8.8,哪吒闹海,"严定宪,王树忱,徐景达","梁正晖,邱岳峰,毕克","冒险,动画,奇幻",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2163636038.jpg
1307793,https://movie.douban.com/subject/1307793/,1996,燕尾蝶,8.6,スワロウテイル,岩井俊二,"三上博史,恰拉,伊藤步","犯罪,剧情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p532195562.jpg
1307811,https://movie.douban.com/subject/1307811/,1989,魔女宅急便,8.4,魔女の宅急便,宫崎骏,"高山南,佐久间玲,山口胜平","动画,奇幻,冒险",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p456676352.jpg
1307914,https://movie.douban.com/subject/1307914/,2002,无间道,9,無間道,"刘伟强,麦兆辉","刘德华,梁朝伟,黄秋生","剧情,犯罪,悬疑",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2233971046.jpg
1308575,https://movie.douban.com/subject/1308575/,2002,蓝色大门,8.3,藍色大門,易智言,"桂纶镁,陈柏霖,梁又琳","剧情,爱情,同性",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p584822570.jpg
1308767,https://movie.douban.com/subject/1308767/,2004,谍影重重2,8.5,The Bourne Supremacy,保罗·格林格拉斯,"马特·达蒙,弗朗卡·波滕特,布莱恩·考克斯","动作,悬疑,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p667644866.jpg
1308777,https://movie.douban.com/subject/1308777/,2004,暖暖内含光,8.4,Eternal Sunshine of the Spotless Mind,米歇尔·贡德里,"金·凯瑞,凯特·温丝莱特,伊利亚·伍德","剧情,爱情,奇幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p479565065.jpg
1308807,https://movie.douban.com/subject/1308807/,2004,哈尔的移动城堡,8.9,ハウルの動く城,宫崎骏,"倍赏千惠子,木村拓哉,美轮明宏","爱情,动画,奇幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2174346180.jpg
1308857,https://movie.douban.com/subject/1308857/,2004,可可西里,8.6,可可西里,陆川,"多布杰,张正阳,亓亮","剧情,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2363208684.jpg
1309027,https://movie.douban.com/subject/1309027/,2005,罪恶之城,8.4,Sin City,"弗兰克·米勒,罗伯特·罗德里格兹,昆汀·塔伦蒂诺","杰西卡·阿尔芭,布鲁斯·威利斯,克里夫·欧文","动作,犯罪,惊悚",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2173716829.jpg
1309046,https://movie.douban.com/subject/1309046/,2005,V字仇杀队,8.8,V for Vendetta,詹姆斯·麦克特格,"娜塔莉·波特曼,雨果·维文,斯蒂芬·瑞","剧情,动作,科幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1465235231.jpg
1309163,https://movie.douban.com/subject/1309163/,2004,恋恋笔记本,8.5,The Notebook,尼克·卡索维茨,"瑞恩·高斯林,瑞秋·麦克亚当斯,吉娜·罗兰兹","剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p483604864.jpg
1316510,https://movie.douban.com/subject/1316510/,1993,射雕英雄传之东成西就,8.7,射鵰英雄傳之東成西就,刘镇伟,"梁朝伟,林青霞,张国荣","喜剧,古装",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1993903133.jpg
1388216,https://movie.douban.com/subject/1388216/,2004,撞车,8.6,Crash,保罗·哈吉斯,"桑德拉·布洛克,唐·钱德尔,马特·狄龙","犯罪,剧情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2075132390.jpg
1395091,https://movie.douban.com/subject/1395091/,1997,未麻的部屋,8.8,Perfect Blue,今敏,"岩男润子,松本梨香,辻亲八","动画,奇幻,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1351050722.jpg
1397546,https://movie.douban.com/subject/1397546/,1998,追随,8.9,Following,克里斯托弗·诺兰,"杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔","犯罪,悬疑,惊悚",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1150103377.jpg
1401118,https://movie.douban.com/subject/1401118/,1966,黄金三镖客,9.1,"Il buono, il brutto, il cattivo.",赛尔乔·莱翁内,"克林特·伊斯特伍德,埃里·瓦拉赫,李·范·克里夫","冒险,西部",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2101693489.jpg
1417598,https://movie.douban.com/subject/1417598/,2004,电锯惊魂,8.6,Saw,温子仁,"雷·沃纳尔,加利·艾尔维斯,丹尼·格洛弗","犯罪,悬疑,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2163771304.jpg
1418019,https://movie.douban.com/subject/1418019/,1961,大闹天宫,9.2,大闹天宫,"万籁鸣,唐澄","邱岳峰,富润生,毕克","动画,奇幻",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2184505167.jpg
1418200,https://movie.douban.com/subject/1418200/,2005,傲慢与偏见,8.4,Pride & Prejudice,乔·赖特,"凯拉·奈特莉,马修·麦克费登,唐纳德·萨瑟兰","剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p452005185.jpg
1418834,https://movie.douban.com/subject/1418834/,2005,断背山,8.6,Brokeback Mountain,李安,"希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯","剧情,爱情,同性",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p513535588.jpg
1419936,https://movie.douban.com/subject/1419936/,2005,战争之王,8.5,Lord of War,安德鲁·尼科尔,"尼古拉斯·凯奇,布丽姬·穆娜,杰瑞德·莱托","剧情,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p453719066.jpg
1428175,https://movie.douban.com/subject/1428175/,2006,血钻,8.5,Blood Diamond,爱德华·兹威克,"莱昂纳多·迪卡普里奥,詹妮弗·康纳利,杰曼·翰苏","剧情,惊悚,冒险",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p554741987.jpg
1438652,https://movie.douban.com/subject/1438652/,2009,无耻混蛋,8.4,Inglourious Basterds,昆汀·塔伦蒂诺,"布拉德·皮特,梅拉尼·罗兰,克里斯托弗·瓦尔茨","剧情,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p770734475.jpg
1485260,https://movie.douban.com/subject/1485260/,2008,本杰明·巴顿奇事,8.7,The Curious Case of Benjamin Button,大卫·芬奇,"凯特·布兰切特,布拉德·皮特,朱莉娅·奥蒙德","剧情,爱情,奇幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2177269645.jpg
1578507,https://movie.douban.com/subject/1578507/,2007,谍影重重3,8.7,The Bourne Ultimatum,保罗·格林格拉斯,"马特·达蒙,朱丽娅·斯蒂尔斯,大卫·斯特雷泽恩","动作,悬疑,惊悚",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p792223507.jpg
1652587,https://movie.douban.com/subject/1652587/,2009,阿凡达,8.6,Avatar,詹姆斯·卡梅隆,"萨姆·沃辛顿,佐伊·索尔达娜,西格妮·韦弗","动作,冒险,奇幻",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2180085848.jpg
1760622,https://movie.douban.com/subject/1760622/,2006,香水,8.4,Perfume: The Story of a Murderer,汤姆·提克威,"本·卫肖,艾伦·瑞克曼,蕾切儿·哈伍德","剧情,犯罪,奇幻",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p470006658.jpg
1780330,https://movie.douban.com/subject/1780330/,2006,致命魔术,8.8,The Prestige,克里斯托弗·诺兰,"克里斯蒂安·贝尔,休·杰克曼,迈克尔·凯恩","剧情,悬疑,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p480383375.jpg
